name	filename	type	projectName	description	tagList	captionList	groupList	projectURL
Detail	FragmentedMemory-4943.jpg	image	Fragmented Memory	XAA 222RGB 336px	"[""tapestry"",""dataivz"",""datavisualization"",""processing"",""creativecoding"",""textileart"",""textiledesign"",""digitalart"",""algorithmicart"",""generativeart"",""fiberart"",""jacquard"",""weaving""]"	"[""Completed 2013\n\nInstalled at Rochester Contemporary in 2013\n\nMaterials: Digitally designed and woven cotton textile\n\nDimensions:160cm wide x 205 cm tall\n\nThe project uses digital practices and processes to blur the lines between photography, data visualization, textile design, and computer science. The result are works of visual art that serve not only to render visible the invisible processes mediating everyday experience, but also to operate as distinctly tactile and lo-fi digital storage media.""]"	"[""Fragmented Memory""]"	https://phillipstearns.com/artwork#/fragmented-memory/
Installation Detail	FragmentedMemory-4960.jpg	image	Fragmented Memory	XAA 222RGB 336px and XAE 222RGB 336px	"[""tapestry"",""dataivz"",""datavisualization"",""processing"",""creativecoding"",""textileart"",""textiledesign"",""digitalart"",""algorithmicart"",""generativeart"",""fiberart"",""jacquard"",""weaving""]"	"[""Completed 2013\n\nInstalled at Rochester Contemporary in 2013\n\nMaterials: Digitally designed and woven cotton textile\n\nDimensions:160cm wide x 205 cm tall\n\nThe project uses digital practices and processes to blur the lines between photography, data visualization, textile design, and computer science. The result are works of visual art that serve not only to render visible the invisible processes mediating everyday experience, but also to operate as distinctly tactile and lo-fi digital storage media.""]"	"[""Fragmented Memory""]"	https://phillipstearns.com/artwork#/fragmented-memory/
Detail	FragmentedMemory-4961.jpg	image	Fragmented Memory	XGQ 222RGB 336px	"[""tapestry"",""dataivz"",""datavisualization"",""processing"",""creativecoding"",""textileart"",""textiledesign"",""digitalart"",""algorithmicart"",""generativeart"",""fiberart"",""jacquard"",""weaving""]"	"[""Completed 2013\n\nInstalled at Rochester Contemporary in 2013\n\nMaterials: Digitally designed and woven cotton textile\n\nDimensions:160cm wide x 205 cm tall\n\nThe project uses digital practices and processes to blur the lines between photography, data visualization, textile design, and computer science. The result are works of visual art that serve not only to render visible the invisible processes mediating everyday experience, but also to operate as distinctly tactile and lo-fi digital storage media.""]"	"[""Fragmented Memory""]"	https://phillipstearns.com/artwork#/fragmented-memory/
Detail	FragmentedMemory-4967.jpg	image	Fragmented Memory	XAE 222RGB 336px	"[""tapestry"",""dataivz"",""datavisualization"",""processing"",""creativecoding"",""textileart"",""textiledesign"",""digitalart"",""algorithmicart"",""generativeart"",""fiberart"",""jacquard"",""weaving""]"	"[""Completed 2013\n\nInstalled at Rochester Contemporary in 2013\n\nMaterials: Digitally designed and woven cotton textile\n\nDimensions:160cm wide x 205 cm tall\n\nThe project uses digital practices and processes to blur the lines between photography, data visualization, textile design, and computer science. The result are works of visual art that serve not only to render visible the invisible processes mediating everyday experience, but also to operate as distinctly tactile and lo-fi digital storage media.""]"	"[""Fragmented Memory""]"	https://phillipstearns.com/artwork#/fragmented-memory/
Detail	FragmentedMemory-4971.jpg	image	Fragmented Memory	XAE 222RGB 336px	"[""tapestry"",""dataivz"",""datavisualization"",""processing"",""creativecoding"",""textileart"",""textiledesign"",""digitalart"",""algorithmicart"",""generativeart"",""fiberart"",""jacquard"",""weaving""]"	"[""Completed 2013\n\nInstalled at Rochester Contemporary in 2013\n\nMaterials: Digitally designed and woven cotton textile\n\nDimensions:160cm wide x 205 cm tall\n\nThe project uses digital practices and processes to blur the lines between photography, data visualization, textile design, and computer science. The result are works of visual art that serve not only to render visible the invisible processes mediating everyday experience, but also to operate as distinctly tactile and lo-fi digital storage media.""]"	"[""Fragmented Memory""]"	https://phillipstearns.com/artwork#/fragmented-memory/
Detail	FragmentedMemory-4979.jpg	image	Fragmented Memory	XGQ 222RGB 336px	"[""tapestry"",""dataivz"",""datavisualization"",""processing"",""creativecoding"",""textileart"",""textiledesign"",""digitalart"",""algorithmicart"",""generativeart"",""fiberart"",""jacquard"",""weaving""]"	"[""Completed 2013\n\nInstalled at Rochester Contemporary in 2013\n\nMaterials: Digitally designed and woven cotton textile\n\nDimensions:160cm wide x 205 cm tall\n\nThe project uses digital practices and processes to blur the lines between photography, data visualization, textile design, and computer science. The result are works of visual art that serve not only to render visible the invisible processes mediating everyday experience, but also to operate as distinctly tactile and lo-fi digital storage media.""]"	"[""Fragmented Memory""]"	https://phillipstearns.com/artwork#/fragmented-memory/
Installation View	FruitingBodies_MG_1804.jpg	image	Fruiting Bodies of High-Voltage Transmission Lines	Perspective.	"[""soundart"",""electronicart"",""soundsculpture"",""speakers"",""analog"",""audio"",""handmadelectronics"",""handmade"",""mediart""]"	"[""Completed 2010\n\nDimensions: Scalable 6ft x 13ft\n\nMedium: Sound, Custom Electronics, Salvaged Speakers\n\nSilence is broken by a single tone slowly growing louder. That tone is joined by others forming a chord. This chord morphs into a tonal cluster, a sonority active with overlapping beat frequencies, melting away into a suspenseful chord and then swelling again, evolving into subtle but unique sonorities, occasionally returning to silence.""]"	"[""Fruiting Bodies of High-Voltage Transmission Lines""]"	https://phillipstearns.wordpress.com/projects/fruiting-bodies-of-high-voltage-transmission-lines-2010/
Detail	FruitingBodies_MG_1812.jpg	image	Fruiting Bodies of High-Voltage Transmission Lines	Breadboarded electronics.	"[""soundart"",""electronicart"",""soundsculpture"",""speakers"",""analog"",""audio"",""handmadelectronics"",""handmade"",""mediart""]"	"[""Completed 2010\n\nDimensions: Scalable 6ft x 13ft\n\nMedium: Sound, Custom Electronics, Salvaged Speakers\n\nSilence is broken by a single tone slowly growing louder. That tone is joined by others forming a chord. This chord morphs into a tonal cluster, a sonority active with overlapping beat frequencies, melting away into a suspenseful chord and then swelling again, evolving into subtle but unique sonorities, occasionally returning to silence.""]"	"[""Fruiting Bodies of High-Voltage Transmission Lines""]"	https://phillipstearns.wordpress.com/projects/fruiting-bodies-of-high-voltage-transmission-lines-2010/
Detail	FruitingBodies_MG_1822.jpg	image	Fruiting Bodies of High-Voltage Transmission Lines	Close-up of electronics.	"[""soundart"",""electronicart"",""soundsculpture"",""speakers"",""analog"",""audio"",""handmadelectronics"",""handmade"",""mediart""]"	"[""Completed 2010\n\nDimensions: Scalable 6ft x 13ft\n\nMedium: Sound, Custom Electronics, Salvaged Speakers\n\nSilence is broken by a single tone slowly growing louder. That tone is joined by others forming a chord. This chord morphs into a tonal cluster, a sonority active with overlapping beat frequencies, melting away into a suspenseful chord and then swelling again, evolving into subtle but unique sonorities, occasionally returning to silence.""]"	"[""Fruiting Bodies of High-Voltage Transmission Lines""]"	https://phillipstearns.wordpress.com/projects/fruiting-bodies-of-high-voltage-transmission-lines-2010/
Detail	FruitingBodies_MG_1830.jpg	image	Fruiting Bodies of High-Voltage Transmission Lines	Tone generators and amplifiers.	"[""soundart"",""electronicart"",""soundsculpture"",""speakers"",""analog"",""audio"",""handmadelectronics"",""handmade"",""mediart""]"	"[""Completed 2010\n\nDimensions: Scalable 6ft x 13ft\n\nMedium: Sound, Custom Electronics, Salvaged Speakers\n\nSilence is broken by a single tone slowly growing louder. That tone is joined by others forming a chord. This chord morphs into a tonal cluster, a sonority active with overlapping beat frequencies, melting away into a suspenseful chord and then swelling again, evolving into subtle but unique sonorities, occasionally returning to silence.""]"	"[""Fruiting Bodies of High-Voltage Transmission Lines""]"	https://phillipstearns.wordpress.com/projects/fruiting-bodies-of-high-voltage-transmission-lines-2010/
Installation Detail	FruitingBodies_MG_1835.jpg	image	Fruiting Bodies of High-Voltage Transmission Lines	8 speakers.	"[""soundart"",""electronicart"",""soundsculpture"",""speakers"",""analog"",""audio"",""handmadelectronics"",""handmade"",""mediart""]"	"[""Completed 2010\n\nDimensions: Scalable 6ft x 13ft\n\nMedium: Sound, Custom Electronics, Salvaged Speakers\n\nSilence is broken by a single tone slowly growing louder. That tone is joined by others forming a chord. This chord morphs into a tonal cluster, a sonority active with overlapping beat frequencies, melting away into a suspenseful chord and then swelling again, evolving into subtle but unique sonorities, occasionally returning to silence.""]"	"[""Fruiting Bodies of High-Voltage Transmission Lines""]"	https://phillipstearns.wordpress.com/projects/fruiting-bodies-of-high-voltage-transmission-lines-2010/
Installation Detail	FruitingBodies_MG_1845.jpg	image	Fruiting Bodies of High-Voltage Transmission Lines	8 speakers.	"[""soundart"",""electronicart"",""soundsculpture"",""speakers"",""analog"",""audio"",""handmadelectronics"",""handmade"",""mediart""]"	"[""Completed 2010\n\nDimensions: Scalable 6ft x 13ft\n\nMedium: Sound, Custom Electronics, Salvaged Speakers\n\n8 speakers produce 8 approximate sine tones, independently fading in and out at slow but regular rates."",""Completed 2010\n\nDimensions: Scalable 6ft x 13ft\n\nMedium: Sound, Custom Electronics, Salvaged Speakers\n\nSilence is broken by a single tone slowly growing louder. That tone is joined by others forming a chord. This chord morphs into a tonal cluster, a sonority active with overlapping beat frequencies, melting away into a suspenseful chord and then swelling again, evolving into subtle but unique sonorities, occasionally returning to silence.""]"	"[""Fruiting Bodies of High-Voltage Transmission Lines""]"	https://phillipstearns.wordpress.com/projects/fruiting-bodies-of-high-voltage-transmission-lines-2010/
Installation Detail	FruitingBodies_MG_1851.jpg	image	Fruiting Bodies of High-Voltage Transmission Lines	Perspective view of speakers from the left.	"[""soundart"",""electronicart"",""soundsculpture"",""speakers"",""analog"",""audio"",""handmadelectronics"",""handmade"",""mediart""]"	"[""Completed 2010\n\nDimensions: Scalable 6ft x 13ft\n\nMedium: Sound, Custom Electronics, Salvaged Speakers\n\n8 speakers produce 8 approximate sine tones, independently fading in and out at slow but regular rates."",""Completed 2010\n\nDimensions: Scalable 6ft x 13ft\n\nMedium: Sound, Custom Electronics, Salvaged Speakers\n\nSilence is broken by a single tone slowly growing louder. That tone is joined by others forming a chord. This chord morphs into a tonal cluster, a sonority active with overlapping beat frequencies, melting away into a suspenseful chord and then swelling again, evolving into subtle but unique sonorities, occasionally returning to silence.""]"	"[""Fruiting Bodies of High-Voltage Transmission Lines""]"	https://phillipstearns.wordpress.com/projects/fruiting-bodies-of-high-voltage-transmission-lines-2010/
Installation Detail	FruitingBodies_MG_1856.jpg	image	Fruiting Bodies of High-Voltage Transmission Lines	Perspective view of speakers from the right.	"[""soundart"",""electronicart"",""soundsculpture"",""speakers"",""analog"",""audio"",""handmadelectronics"",""handmade"",""mediart""]"	"[""Completed 2010\n\nDimensions: Scalable 6ft x 13ft\n\nMedium: Sound, Custom Electronics, Salvaged Speakers\n\n8 speakers produce 8 approximate sine tones, independently fading in and out at slow but regular rates."",""Completed 2010\n\nDimensions: Scalable 6ft x 13ft\n\nMedium: Sound, Custom Electronics, Salvaged Speakers\n\nSilence is broken by a single tone slowly growing louder. That tone is joined by others forming a chord. This chord morphs into a tonal cluster, a sonority active with overlapping beat frequencies, melting away into a suspenseful chord and then swelling again, evolving into subtle but unique sonorities, occasionally returning to silence.""]"	"[""Fruiting Bodies of High-Voltage Transmission Lines""]"	https://phillipstearns.wordpress.com/projects/fruiting-bodies-of-high-voltage-transmission-lines-2010/
Installation Detail	FruitingBodies_MG_1857.jpg	image	Fruiting Bodies of High-Voltage Transmission Lines	Low angle perspective view of speakers from the right.	"[""soundart"",""electronicart"",""soundsculpture"",""speakers"",""analog"",""audio"",""handmadelectronics"",""handmade"",""mediart""]"	"[""Completed 2010\n\nDimensions: Scalable 6ft x 13ft\n\nMedium: Sound, Custom Electronics, Salvaged Speakers\n\n8 speakers produce 8 approximate sine tones, independently fading in and out at slow but regular rates."",""Completed 2010\n\nDimensions: Scalable 6ft x 13ft\n\nMedium: Sound, Custom Electronics, Salvaged Speakers\n\nSilence is broken by a single tone slowly growing louder. That tone is joined by others forming a chord. This chord morphs into a tonal cluster, a sonority active with overlapping beat frequencies, melting away into a suspenseful chord and then swelling again, evolving into subtle but unique sonorities, occasionally returning to silence.""]"	"[""Fruiting Bodies of High-Voltage Transmission Lines""]"	https://phillipstearns.wordpress.com/projects/fruiting-bodies-of-high-voltage-transmission-lines-2010/
HVIM 001	HVIM_001_600dpi_export.jpg	image	High Voltage Image Making	FujiFilm FP-100C + 15K VAC	"[""experimentalphotography"",""photography"",""fujifilm"",""analogfilm"",""colorfilm"",""instantfilm"",""highvoltage"",""prints"",""imageobject"",""imageobjects""]"	"[""2014\n\nThe project explores and extends the expressive capacity of instant photographic film technology beyond its ability to capture images of the world through the application of high voltage and various chemical agents. These treatments approach the film technology as a recording media, capable of creating images from physical, electrical, and chemical transformations."",""The project takes its cues from artists such as Man Ray (photogram), Pierre Cordier (chemigram), Marco Breuer (scratched expose and developed c-prints), Chris McCaw (sunburned prints) and Hiroshi Sugimoto (static discharges on photo paper).""]"	"[""High Voltage Image Making""]"	https://phillipstearns.wordpress.com/high-voltage-image-making/
HVIM 002	HVIM_002_600dpi_export.jpg	image	High Voltage Image Making	FujiFilm FP-100C + 15K VAC	"[""experimentalphotography"",""photography"",""fujifilm"",""analogfilm"",""colorfilm"",""instantfilm"",""highvoltage"",""prints"",""imageobject"",""imageobjects""]"	"[""2014\n\nThe project explores and extends the expressive capacity of instant photographic film technology beyond its ability to capture images of the world through the application of high voltage and various chemical agents. These treatments approach the film technology as a recording media, capable of creating images from physical, electrical, and chemical transformations."",""The project takes its cues from artists such as Man Ray (photogram), Pierre Cordier (chemigram), Marco Breuer (scratched expose and developed c-prints), Chris McCaw (sunburned prints) and Hiroshi Sugimoto (static discharges on photo paper).""]"	"[""High Voltage Image Making""]"	https://phillipstearns.wordpress.com/high-voltage-image-making/
HVIM 003	HVIM_003_600dpi_export.jpg	image	High Voltage Image Making	FujiFilm FP-100C + 15K VAC	"[""experimentalphotography"",""photography"",""fujifilm"",""analogfilm"",""colorfilm"",""instantfilm"",""highvoltage"",""prints"",""imageobject"",""imageobjects""]"	"[""2014\n\nThe project explores and extends the expressive capacity of instant photographic film technology beyond its ability to capture images of the world through the application of high voltage and various chemical agents. These treatments approach the film technology as a recording media, capable of creating images from physical, electrical, and chemical transformations."",""The project takes its cues from artists such as Man Ray (photogram), Pierre Cordier (chemigram), Marco Breuer (scratched expose and developed c-prints), Chris McCaw (sunburned prints) and Hiroshi Sugimoto (static discharges on photo paper).""]"	"[""High Voltage Image Making""]"	https://phillipstearns.wordpress.com/high-voltage-image-making/
HVIM 004	HVIM_004_600dpi_export.jpg	image	High Voltage Image Making	FujiFilm FP-100C + 15K VAC	"[""experimentalphotography"",""photography"",""fujifilm"",""analogfilm"",""colorfilm"",""instantfilm"",""highvoltage"",""prints"",""imageobject"",""imageobjects""]"	"[""2014\n\nThe project explores and extends the expressive capacity of instant photographic film technology beyond its ability to capture images of the world through the application of high voltage and various chemical agents. These treatments approach the film technology as a recording media, capable of creating images from physical, electrical, and chemical transformations."",""The project takes its cues from artists such as Man Ray (photogram), Pierre Cordier (chemigram), Marco Breuer (scratched expose and developed c-prints), Chris McCaw (sunburned prints) and Hiroshi Sugimoto (static discharges on photo paper).""]"	"[""High Voltage Image Making""]"	https://phillipstearns.wordpress.com/high-voltage-image-making/
HVIM 005	HVIM_005_600dpi_export.jpg	image	High Voltage Image Making	FujiFilm FP-100C + 15K VAC	"[""experimentalphotography"",""photography"",""fujifilm"",""analogfilm"",""colorfilm"",""instantfilm"",""highvoltage"",""prints"",""imageobject"",""imageobjects""]"	"[""2014\n\nThe project explores and extends the expressive capacity of instant photographic film technology beyond its ability to capture images of the world through the application of high voltage and various chemical agents. These treatments approach the film technology as a recording media, capable of creating images from physical, electrical, and chemical transformations."",""The project takes its cues from artists such as Man Ray (photogram), Pierre Cordier (chemigram), Marco Breuer (scratched expose and developed c-prints), Chris McCaw (sunburned prints) and Hiroshi Sugimoto (static discharges on photo paper).""]"	"[""High Voltage Image Making""]"	https://phillipstearns.wordpress.com/high-voltage-image-making/
HVIM 006	HVIM_006_600dpi_export.jpg	image	High Voltage Image Making	FujiFilm FP-100C + 15K VAC	"[""experimentalphotography"",""photography"",""fujifilm"",""analogfilm"",""colorfilm"",""instantfilm"",""highvoltage"",""prints"",""imageobject"",""imageobjects""]"	"[""2014\n\nThe project explores and extends the expressive capacity of instant photographic film technology beyond its ability to capture images of the world through the application of high voltage and various chemical agents. These treatments approach the film technology as a recording media, capable of creating images from physical, electrical, and chemical transformations."",""The project takes its cues from artists such as Man Ray (photogram), Pierre Cordier (chemigram), Marco Breuer (scratched expose and developed c-prints), Chris McCaw (sunburned prints) and Hiroshi Sugimoto (static discharges on photo paper).""]"	"[""High Voltage Image Making""]"	https://phillipstearns.wordpress.com/high-voltage-image-making/
HVIM 007	HVIM_007_600dpi_export.jpg	image	High Voltage Image Making	FujiFilm FP-100C + 15K VAC	"[""experimentalphotography"",""photography"",""fujifilm"",""analogfilm"",""colorfilm"",""instantfilm"",""highvoltage"",""prints"",""imageobject"",""imageobjects""]"	"[""2014\n\nThe project explores and extends the expressive capacity of instant photographic film technology beyond its ability to capture images of the world through the application of high voltage and various chemical agents. These treatments approach the film technology as a recording media, capable of creating images from physical, electrical, and chemical transformations."",""The project takes its cues from artists such as Man Ray (photogram), Pierre Cordier (chemigram), Marco Breuer (scratched expose and developed c-prints), Chris McCaw (sunburned prints) and Hiroshi Sugimoto (static discharges on photo paper).""]"	"[""High Voltage Image Making""]"	https://phillipstearns.wordpress.com/high-voltage-image-making/
HVIM 008	HVIM_008_600dpi_export.jpg	image	High Voltage Image Making	FujiFilm FP-100C + 15K VAC	"[""experimentalphotography"",""photography"",""fujifilm"",""analogfilm"",""colorfilm"",""instantfilm"",""highvoltage"",""prints"",""imageobject"",""imageobjects""]"	"[""2014\n\nThe project explores and extends the expressive capacity of instant photographic film technology beyond its ability to capture images of the world through the application of high voltage and various chemical agents. These treatments approach the film technology as a recording media, capable of creating images from physical, electrical, and chemical transformations."",""The project takes its cues from artists such as Man Ray (photogram), Pierre Cordier (chemigram), Marco Breuer (scratched expose and developed c-prints), Chris McCaw (sunburned prints) and Hiroshi Sugimoto (static discharges on photo paper).""]"	"[""High Voltage Image Making""]"	https://phillipstearns.wordpress.com/high-voltage-image-making/
HVIM 009	HVIM_009_600dpi_export.jpg	image	High Voltage Image Making	FujiFilm FP-100C + 15K VAC	"[""experimentalphotography"",""photography"",""fujifilm"",""analogfilm"",""colorfilm"",""instantfilm"",""highvoltage"",""prints"",""imageobject"",""imageobjects""]"	"[""2014\n\nThe project explores and extends the expressive capacity of instant photographic film technology beyond its ability to capture images of the world through the application of high voltage and various chemical agents. These treatments approach the film technology as a recording media, capable of creating images from physical, electrical, and chemical transformations."",""The project takes its cues from artists such as Man Ray (photogram), Pierre Cordier (chemigram), Marco Breuer (scratched expose and developed c-prints), Chris McCaw (sunburned prints) and Hiroshi Sugimoto (static discharges on photo paper).""]"	"[""High Voltage Image Making""]"	https://phillipstearns.wordpress.com/high-voltage-image-making/
HVIM 010	HVIM_010_600dpi_export.jpg	image	High Voltage Image Making	FujiFilm FP-100C + 15K VAC	"[""experimentalphotography"",""photography"",""fujifilm"",""analogfilm"",""colorfilm"",""instantfilm"",""highvoltage"",""prints"",""imageobject"",""imageobjects""]"	"[""2014\n\nThe project explores and extends the expressive capacity of instant photographic film technology beyond its ability to capture images of the world through the application of high voltage and various chemical agents. These treatments approach the film technology as a recording media, capable of creating images from physical, electrical, and chemical transformations."",""The project takes its cues from artists such as Man Ray (photogram), Pierre Cordier (chemigram), Marco Breuer (scratched expose and developed c-prints), Chris McCaw (sunburned prints) and Hiroshi Sugimoto (static discharges on photo paper).""]"	"[""High Voltage Image Making""]"	https://phillipstearns.wordpress.com/high-voltage-image-making/
HVIM 011	HVIM_011_600dpi_export.jpg	image	High Voltage Image Making	FujiFilm FP-100C + 15K VAC	"[""experimentalphotography"",""photography"",""fujifilm"",""analogfilm"",""colorfilm"",""instantfilm"",""highvoltage"",""prints"",""imageobject"",""imageobjects""]"	"[""2014\n\nThe project explores and extends the expressive capacity of instant photographic film technology beyond its ability to capture images of the world through the application of high voltage and various chemical agents. These treatments approach the film technology as a recording media, capable of creating images from physical, electrical, and chemical transformations."",""The project takes its cues from artists such as Man Ray (photogram), Pierre Cordier (chemigram), Marco Breuer (scratched expose and developed c-prints), Chris McCaw (sunburned prints) and Hiroshi Sugimoto (static discharges on photo paper).""]"	"[""High Voltage Image Making""]"	https://phillipstearns.wordpress.com/high-voltage-image-making/
HVIM 012	HVIM_012_600dpi_export.jpg	image	High Voltage Image Making	FujiFilm FP-100C + 15K VAC	"[""experimentalphotography"",""photography"",""fujifilm"",""analogfilm"",""colorfilm"",""instantfilm"",""highvoltage"",""prints"",""imageobject"",""imageobjects""]"	"[""2014\n\nThe project explores and extends the expressive capacity of instant photographic film technology beyond its ability to capture images of the world through the application of high voltage and various chemical agents. These treatments approach the film technology as a recording media, capable of creating images from physical, electrical, and chemical transformations."",""The project takes its cues from artists such as Man Ray (photogram), Pierre Cordier (chemigram), Marco Breuer (scratched expose and developed c-prints), Chris McCaw (sunburned prints) and Hiroshi Sugimoto (static discharges on photo paper).""]"	"[""High Voltage Image Making""]"	https://phillipstearns.wordpress.com/high-voltage-image-making/
HVIM 013	HVIM_013_600dpi_export.jpg	image	High Voltage Image Making	FujiFilm FP-100C + 15K VAC	"[""experimentalphotography"",""photography"",""fujifilm"",""analogfilm"",""colorfilm"",""instantfilm"",""highvoltage"",""prints"",""imageobject"",""imageobjects""]"	"[""2014\n\nThe project explores and extends the expressive capacity of instant photographic film technology beyond its ability to capture images of the world through the application of high voltage and various chemical agents. These treatments approach the film technology as a recording media, capable of creating images from physical, electrical, and chemical transformations."",""The project takes its cues from artists such as Man Ray (photogram), Pierre Cordier (chemigram), Marco Breuer (scratched expose and developed c-prints), Chris McCaw (sunburned prints) and Hiroshi Sugimoto (static discharges on photo paper).""]"	"[""High Voltage Image Making""]"	https://phillipstearns.wordpress.com/high-voltage-image-making/
HVIM 014	HVIM_014_600dpi_export.jpg	image	High Voltage Image Making	FujiFilm FP-100C + 15K VAC	"[""experimentalphotography"",""photography"",""fujifilm"",""analogfilm"",""colorfilm"",""instantfilm"",""highvoltage"",""prints"",""imageobject"",""imageobjects""]"	"[""2014\n\nThe project explores and extends the expressive capacity of instant photographic film technology beyond its ability to capture images of the world through the application of high voltage and various chemical agents. These treatments approach the film technology as a recording media, capable of creating images from physical, electrical, and chemical transformations."",""The project takes its cues from artists such as Man Ray (photogram), Pierre Cordier (chemigram), Marco Breuer (scratched expose and developed c-prints), Chris McCaw (sunburned prints) and Hiroshi Sugimoto (static discharges on photo paper).""]"	"[""High Voltage Image Making""]"	https://phillipstearns.wordpress.com/high-voltage-image-making/
HVIM 015	HVIM_015_600dpi_export.jpg	image	High Voltage Image Making	FujiFilm FP-100C + 15K VAC	"[""experimentalphotography"",""photography"",""fujifilm"",""analogfilm"",""colorfilm"",""instantfilm"",""highvoltage"",""prints"",""imageobject"",""imageobjects""]"	"[""2014\n\nThe project explores and extends the expressive capacity of instant photographic film technology beyond its ability to capture images of the world through the application of high voltage and various chemical agents. These treatments approach the film technology as a recording media, capable of creating images from physical, electrical, and chemical transformations."",""The project takes its cues from artists such as Man Ray (photogram), Pierre Cordier (chemigram), Marco Breuer (scratched expose and developed c-prints), Chris McCaw (sunburned prints) and Hiroshi Sugimoto (static discharges on photo paper).""]"	"[""High Voltage Image Making""]"	https://phillipstearns.wordpress.com/high-voltage-image-making/
HVIM 016	HVIM_016_600dpi_export.jpg	image	High Voltage Image Making	FujiFilm FP-100C + 15K VAC	"[""experimentalphotography"",""photography"",""fujifilm"",""analogfilm"",""colorfilm"",""instantfilm"",""highvoltage"",""prints"",""imageobject"",""imageobjects""]"	"[""2014\n\nThe project explores and extends the expressive capacity of instant photographic film technology beyond its ability to capture images of the world through the application of high voltage and various chemical agents. These treatments approach the film technology as a recording media, capable of creating images from physical, electrical, and chemical transformations."",""The project takes its cues from artists such as Man Ray (photogram), Pierre Cordier (chemigram), Marco Breuer (scratched expose and developed c-prints), Chris McCaw (sunburned prints) and Hiroshi Sugimoto (static discharges on photo paper).""]"	"[""High Voltage Image Making""]"	https://phillipstearns.wordpress.com/high-voltage-image-making/
HVIM 017	HVIM_017_600dpi_export.jpg	image	High Voltage Image Making	FujiFilm FP-100C + 15K VAC	"[""experimentalphotography"",""photography"",""fujifilm"",""analogfilm"",""colorfilm"",""instantfilm"",""highvoltage"",""prints"",""imageobject"",""imageobjects""]"	"[""2014\n\nThe project explores and extends the expressive capacity of instant photographic film technology beyond its ability to capture images of the world through the application of high voltage and various chemical agents. These treatments approach the film technology as a recording media, capable of creating images from physical, electrical, and chemical transformations."",""The project takes its cues from artists such as Man Ray (photogram), Pierre Cordier (chemigram), Marco Breuer (scratched expose and developed c-prints), Chris McCaw (sunburned prints) and Hiroshi Sugimoto (static discharges on photo paper).""]"	"[""High Voltage Image Making""]"	https://phillipstearns.wordpress.com/high-voltage-image-making/
HVIM 018	HVIM_018_600dpi_export.jpg	image	High Voltage Image Making	FujiFilm FP-100C + 15K VAC	"[""experimentalphotography"",""photography"",""fujifilm"",""analogfilm"",""colorfilm"",""instantfilm"",""highvoltage"",""prints"",""imageobject"",""imageobjects""]"	"[""2014\n\nThe project explores and extends the expressive capacity of instant photographic film technology beyond its ability to capture images of the world through the application of high voltage and various chemical agents. These treatments approach the film technology as a recording media, capable of creating images from physical, electrical, and chemical transformations."",""The project takes its cues from artists such as Man Ray (photogram), Pierre Cordier (chemigram), Marco Breuer (scratched expose and developed c-prints), Chris McCaw (sunburned prints) and Hiroshi Sugimoto (static discharges on photo paper).""]"	"[""High Voltage Image Making""]"	https://phillipstearns.wordpress.com/high-voltage-image-making/
Solo	HVIM-framed-0031.jpg	image	High Voltage Image Making - Framed Prints	Instant color film exposed to extreme high voltage.	"[""experimentalphotography"",""photography"",""fujifilm"",""analogfilm"",""colorfilm"",""instantfilm"",""highvoltage"",""prints"",""imageobject"",""imageobjects""]"	"[""2013-2014\n\nThe project explores and extends the expressive capacity of instant photographic film technology beyond its ability to capture images of the world through the application of high voltage and various chemical agents. These treatments approach the film technology as a recording media, capable of creating images from physical, electrical, and chemical transformations."",""The project takes its cues from artists such as Man Ray (photogram), Pierre Cordier (chemigram), Marco Breuer (scratched expose and developed c-prints), Chris McCaw (sunburned prints) and Hiroshi Sugimoto (static discharges on photo paper).""]"	"[""High Voltage Image Making Framed""]"	https://phillipstearns.com/artwork#/high-voltage-images/
4 Up Window	HVIM-framed-0033.jpg	image	High Voltage Image Making - Framed Prints	Instant color film exposed to extreme high voltage.	"[""experimentalphotography"",""photography"",""fujifilm"",""analogfilm"",""colorfilm"",""instantfilm"",""highvoltage"",""prints"",""imageobject"",""imageobjects""]"	"[""2013-2014\n\nThe project explores and extends the expressive capacity of instant photographic film technology beyond its ability to capture images of the world through the application of high voltage and various chemical agents. These treatments approach the film technology as a recording media, capable of creating images from physical, electrical, and chemical transformations."",""The project takes its cues from artists such as Man Ray (photogram), Pierre Cordier (chemigram), Marco Breuer (scratched expose and developed c-prints), Chris McCaw (sunburned prints) and Hiroshi Sugimoto (static discharges on photo paper).""]"	"[""High Voltage Image Making Framed""]"	https://phillipstearns.com/artwork#/high-voltage-images/
Duo	HVIM-framed-0035.jpg	image	High Voltage Image Making - Framed Prints	Instant color film exposed to extreme high voltage.	"[""experimentalphotography"",""photography"",""fujifilm"",""analogfilm"",""colorfilm"",""instantfilm"",""highvoltage"",""prints"",""imageobject"",""imageobjects""]"	"[""2013-2014\n\nThe project explores and extends the expressive capacity of instant photographic film technology beyond its ability to capture images of the world through the application of high voltage and various chemical agents. These treatments approach the film technology as a recording media, capable of creating images from physical, electrical, and chemical transformations."",""The project takes its cues from artists such as Man Ray (photogram), Pierre Cordier (chemigram), Marco Breuer (scratched expose and developed c-prints), Chris McCaw (sunburned prints) and Hiroshi Sugimoto (static discharges on photo paper).""]"	"[""High Voltage Image Making Framed""]"	https://phillipstearns.com/artwork#/high-voltage-images/
